pref_code,code,lg_code,parent_code,type,ja,ja_hira,en,zh-CN,zh-TW,ko,pt,vi
07,07504,075043,,town,浅川町,あさかわまち,Asakawa-machi,浅川町,淺川町,아사카와정,Asacawa-maxi,Thiển Xuyên đinh
07,07505,075051,,town,古殿町,ふるどのまち,Furudono-machi,古殿町,古殿町,후루도노정,Furudono-maxi,Cổ Điện đinh
07,07521,075213,,town,三春町,みはるまち,Miharu-machi,三春町,三春町,미하루정,Miharu-maxi,Quảng Dã đinh
07,07522,075221,,town,小野町,おのまち,Ono-machi,小野町,小野町,오노정,Ono-maxi,Lâu Điệp đinh
07,07541,075418,,town,広野町,ひろのまち,Hirono-machi,广野町,廣野町,히로노정,Hirono-maxi,Tân Địa đinh
07,07542,075426,,town,楢葉町,ならはまち,Naraha-machi,楢叶町,楢葉町,나라하정,Naraha-maxi,Phạn Quán thôn
07,07543,075434,,town,富岡町,とみおかまち,Tomioka-machi,富冈町,富岡町,도미오카정,Tomioca-maxi,Phú Cương đinh
07,07544,075442,,village,川内村,かわうちむら,Kawauchi-mura,川内村,川內村,가와우치촌,Cawōxi-mura,Xuyên Nội thôn
07,07545,075450,,town,大熊町,おおくままち,Okuma-machi,大熊町,大熊町,오쿠마정,Ōcuma-maxi,Đại Hùng đinh
07,07546,075469,,town,双葉町,ふたばまち,Futaba-machi,双叶町,雙葉町,후타바정,Futaba-maxi,Song Diệp đinh
07,07547,075477,,town,浪江町,なみえまち,Namie-machi,浪江町,浪江町,나미에정,Namie-maxi,Lãng Giang đinh
07,07548,075485,,village,葛尾村,かつらおむら,Katsurao-mura,葛尾村,葛尾村,가쓰라오촌,Catçurao-mura,Cát Vĩ thôn
07,07561,075612,,town,新地町,しんちまち,Shinchi-machi,新地町,新地町,신치정,Xinxi-maxi,Tân Địa đinh
07,07564,075647,,village,飯舘村,いいたてむら,Iitate-mura,饭馆村,飯館村,이타테촌,Iitate-mura,Phạn Quán thôn
08,08201,082015,,city,水戸市,みとし,Mito-shi,水户市,水戶市,미토시,Mito-xi,Thủy Hộ thị
08,08202,082023,,city,日立市,ひたちし,Hitachi-shi,日立市,日立市,히타치시,Hitaxi-xi,Nhật Lập thị
08,08203,082031,,city,土浦市,つちうらし,Tsuchiura-shi,土浦市,土浦市,쓰치우라시,Tçuxiura-xi,Thổ Phổ thị
08,08204,082040,,city,古河市,こがし,Koga-shi,古河市,古河市,고가시,Coga-xi,Cổ Hà thị
08,08205,082058,,city,石岡市,いしおかし,Ishioka-shi,石冈市,石岡市,이시오카시,Ixioca-xi,Thạch Cương thị
08,08207,082074,,city,結城市,ゆうきし,Yuki-shi,结城市,結城市,유키시,Yūqui-xi,Long Cá Kì thị
08,08208,082082,,city,龍ケ崎市,りゅうがさきし,Ryugasaki-shi,龙崎市,龍崎市,류가사키시,Ryūgasaqui-xi,Hạ Thê thị
08,08210,082104,,city,下妻市,しもつまし,Shimotsuma-shi,下妻市,下妻市,시모쓰마시,Ximotçuma-xi,Thường Lục Thái Điền thị
08,08211,082112,,city,常総市,じょうそうし,Joso-shi,常总市,常總市,조소시,Jōsō-xi,Cao Thoái thị
08,08212,082120,,city,常陸太田市,ひたちおおたし,Hitachiota-shi,常陆太田市,常陸太田市,히타치오타시,Hitaxiōta-xi,Bắc Tỳ Thành thị
08,08214,082147,,city,高萩市,たかはぎし,Takahagi-shi,高萩市,高萩市,다카하기시,Tacahagi-xi,Thủ thị
08,08215,082155,,city,北茨城市,きたいばらきし,Kitaibaraki-shi,北茨城市,北茨城市,기타이바라키시,Quitaibaraqui-xi,Ngưu Cửu thị
08,08216,082163,,city,笠間市,かさまし,Kasama-shi,笠间市,笠間市,가사마시,Casama-xi,Trúc Ba thị
08,08217,082171,,city,取手市,とりでし,Toride-shi,取手市,取手市,도리데시,Toride-xi,Thường Lục Trung thị
08,08219,082198,,city,牛久市,うしくし,Ushiku-shi,牛久市,牛久市,우시쿠시,Uxicu-xi,Triều Lai thị
08,08220,082201,,city,つくば市,つくばし,Tsukuba-shi,筑波市,筑波市,쓰쿠바시,Tçucuba-xi,Thủ Cốc thị
08,08221,082210,,city,ひたちなか市,ひたちなかし,Hitachinaka-shi,常陆那珂市,常陸那珂市,히타치나카시,Hitaxinaca-xi,Thường Lục Đại Cung thị
08,08222,082228,,city,鹿嶋市,かしまし,Kashima-shi,鹿嶋市,鹿嶋市,가시마시,Caxima-xi,Na Kha thị
08,08223,082236,,city,潮来市,いたこし,Itako-shi,潮来市,潮來市,이타코시,Itaco-xi,Trúc Tây thị
08,08224,082244,,city,守谷市,もりやし,Moriya-shi,守谷市,守谷市,모리야시,Moriya-xi,Bản Đông thị
08,08225,082252,,city,常陸大宮市,ひたちおおみやし,Hitachiomiya-shi,常陆大宫市,常陸大宮市,히타치오미야시,Hitaxi-Ōmiya-xi,Đạo Ngôn thị
08,08226,082260,,city,那珂市,なかし,Naka-shi,那珂市,那珂市,나카시,Naca-xi,Hà Vụ Nguyên thị
08,08227,082279,,city,筑西市,ちくせいし,Chikusei-shi,筑西市,筑西市,지쿠세이시,Xicusei-xi,Anh Mộc Xuyên thị
08,08228,082287,,city,坂東市,ばんどうし,Bando-shi,坂东市,坂東市,반도시,Bandō-xi,Thần Thê thị
08,08229,082295,,city,稲敷市,いなしきし,Inashiki-shi,稻敷市,稻敷市,이나시키시,Inaxiqui-xi,Hành Phương thị
08,08230,082309,,city,かすみがうら市,かすみがうらし,Kasumigaura-shi,霞浦市,霞浦市,가스미가우라시,Casumigaura-xi,Mâu Điền thị
08,08231,082317,,city,桜川市,さくらがわし,Sakuragawa-shi,樱川市,櫻川市,사쿠라가와시,Sacuragawa-xi,Trúc Ba Vị Lai thị
08,08232,082325,,city,神栖市,かみすし,Kamisu-shi,神栖市,神棲市,가미스시,Camisu-xi,Tiểu Mỹ Ngọc thị
08,08233,082333,,city,行方市,なめがたし,Namegata-shi,行方市,行方市,나메가타시,Namegata-xi,Hành Phương thị
08,08234,082341,,city,鉾田市,ほこたし,Hokota-shi,鉾田市,鉾田市,호코타시,Hocota-xi,Mâu Điền thị
08,08235,082350,,city,つくばみらい市,つくばみらいし,Tsukubamirai-shi,筑波未来市,筑波未來市,쓰쿠바미라이시,Tçucubamirai-xi,Trúc Ba Vị Lai thị
08,08236,082368,,city,小美玉市,おみたまし,Omitama-shi,小美玉市,小美玉市,오미타마시,Omitama-xi,Tiểu Mỹ Ngọc thị
08,08302,083020,,town,茨城町,いばらきまち,Ibaraki-machi,茨城町,茨城町,이바라키정,Ibaraqui-maxi,Tỳ Thành đinh
08,08309,083097,,town,大洗町,おおあらいまち,Oarai-machi,大洗町,大洗町,오아라이정,Ōarai-maxi,Đại Tẩy đinh
08,08310,083100,,town,城里町,しろさとまち,Shirosato-machi,城里町,城里町,시로사토정,Xirosato-maxi,Thành Lý đinh
08,08341,083410,,village,東海村,とうかいむら,Tokai-mura,东海村,東海村,도카이촌,Tōcai-mura,Đông Hải thôn
08,08364,083640,,town,大子町,だいごまち,Daigo-machi,大子町,大子町,다이고정,Daigo-maxi,Đại Tử đinh
08,08442,084425,,village,美浦村,みほむら,Miho-mura,美浦村,美浦村,미호촌,Miho-mura,Mỹ Phổ thôn
08,08443,084433,,town,阿見町,あみまち,Ami-machi,阿见町,阿見町,아미정,Ami-maxi,A Kiến đinh
08,08447,084476,,town,河内町,かわちまち,Kawachi-machi,河内町,河內町,가와치정,Cawaxi-maxi,Hà Nội đinh
08,08521,085219,,town,八千代町,やちよまち,Yachiyo-machi,八千代町,八千代町,야치요정,Yaxiyo-maxi,Đông Hải thôn
08,08542,085421,,town,五霞町,ごかまち,Goka-machi,五霞町,五霞町,고카정,Goca-maxi,Đại Tử đinh
08,08546,085464,,town,境町,さかいまち,Sakai-machi,境町,境町,사카이정,Sacai-maxi,Cảnh đinh
08,08564,085642,,town,利根町,とねまち,Tone-machi,利根町,利根町,도네강,Tone-maxi,Mỹ Phổ thôn
09,09201,092010,,city,宇都宮市,うつのみやし,Utsunomiya-shi,宇都宫市,宇都宮市,우쓰노미야시,Utçunomiya-xi,Vũ Đô Cung thị
09,09202,092029,,city,足利市,あしかがし,Ashikaga-shi,足利市,足利市,아시카가시,Axicaga-xi,Túc Lợi thị
09,09203,092037,,city,栃木市,とちぎし,Tochigi-shi,栃木市,栃木市,도치기시,Toxigi-xi,Lê Mộc thị
09,09204,092045,,city,佐野市,さのし,Sano-shi,佐野市,佐野市,사노시,Sano-xi,Tá Dã thị
09,09205,092053,,city,鹿沼市,かぬまし,Kanuma-shi,鹿沼市,鹿沼市,가누마시,Canuma-xi,Lộc Chiểu thị
09,09206,092061,,city,日光市,にっこうし,Nikko-shi,日光市,日光市,닛코시,Niccō-xi,Nhật Quang thị
09,09208,092088,,city,小山市,おやまし,Oyama-shi,小山市,小山市,오야마시,Oyama-xi,Chân Cương thị
09,09209,092096,,city,真岡市,もおかし,Mooka-shi,真冈市,真岡市,모카시,Mōca-xi,Đại Điền Nguyên thị
09,09210,092100,,city,大田原市,おおたわらし,Otawara-shi,大田原市,大田原市,오타와라시,Ōtawara-xi,Thỉ Bản thị
09,09211,092118,,city,矢板市,やいたし,Yaita-shi,矢板市,矢板市,야이타시,Yaita-xi,Na Tu Diêm Nguyên thị
09,09213,092134,,city,那須塩原市,なすしおばらし,Nasushiobara-shi,那须盐原市,那須鹽原市,나스시오바라시,Nasuxiobara-xi,Na Tu Ô Sơn thị
09,09214,092142,,city,さくら市,さくらし,Sakura-shi,樱市,櫻市,사쿠라시,Sacura-xi,Hạ Dã thị
09,09215,092150,,city,那須烏山市,なすからすやまし,Nasukarasuyama-shi,那须乌山市,那須烏山市,나스카라스야마시,Nasucarasuyama-xi,Na Tu Ô Sơn thị
09,09216,092169,,city,下野市,しもつけし,Shimotsuke-shi,下野市,下野市,시모쓰케시,Ximotçuque-xi,Hạ Dã thị
09,09301,093017,,town,上三川町,かみのかわまち,Kaminokawa-machi,上三川町,上三川町,가미노카와정,Caminocawa-maxi,Thượng Tam Xuyên đinh
09,09342,093424,,town,益子町,ましこまち,Mashiko-machi,益子町,益子町,마시코정,Maxico-maxi,Dã Mộc đinh
09,09343,093432,,town,茂木町,もてぎまち,Motegi-machi,茂木町,茂木町,모테기정,Motegi-maxi,Mậu Mộc đinh
09,09344,093440,,city,市貝町,いちかいまち,Ichikai-machi,市贝町,市貝町,이치카이정,Ixicai-maxi,Thị Bối đinh
09,09345,093459,,town,芳賀町,はがまち,Haga-machi,芳贺町,芳賀町,하가정,Haga-maxi,Phương Hạ đinh
09,09361,093610,,town,壬生町,みぶまち,Mibu-machi,壬生町,壬生町,미부정,Mibu-maxi,Diêm Cốc đinh
09,09364,093645,,town,野木町,のぎまち,Nogi-machi,野木町,野木町,노기정,Nogi-maxi,Dã Mộc đinh
09,09384,093840,,town,塩谷町,しおやまち,Shioya-machi,盐谷町,鹽谷町,시오야정,Xioya-maxi,Na Kha Xuyên đinh
09,09386,093866,,town,高根沢町,たかねざわまち,Takanezawa-machi,高根泽町,高根澤町,다카네자와정,Tacanezawa-maxi,Cao Căn Trạch đinh
09,09407,094072,,town,那須町,なすまち,Nasu-machi,那须町,那須町,나스정,Nasu-maxi,Na Tu đinh
09,09411,094110,,town,那珂川町,なかがわまち,Nakagawa-machi,那珂川町,那珂川町,나카가와정,Nacagawa-maxi,Na Kha Xuyên đinh
10,10201,102016,,city,前橋市,まえばしし,Maebashi-shi,前桥市,前橋市,마에바시시,Maebaxi-xi,Tiền Kiều thị
10,10202,102024,,city,高崎市,たかさきし,Takasaki-shi,高崎市,高崎市,다카사키시,Tacasaqui-xi,Cao Kỳ thị
10,10203,102032,,city,桐生市,きりゅうし,Kiryu-shi,桐生市,桐生市,기류시,Quiryū-xi,Đồng Sinh thị
10,10204,102040,,city,伊勢崎市,いせさきし,Isesaki-shi,伊势崎市,伊勢崎市,이세사키시,Isesaqui-xi,Y Thế Kỳ thị
10,10205,102059,,city,太田市,おおたし,Ota-shi,太田市,太田市,오타시,Ōta-xi,Thái Điền thị
10,10206,102067,,city,沼田市,ぬまたし,Numata-shi,沼田市,沼田市,누마타시,Numata-xi,Chiểu Điền thị
10,10207,102075,,city,館林市,たてばやしし,Tatebayashi-shi,馆林市,館林市,다테바야시시,Tatebayaxi-xi,Quán Lâm thị
10,10208,102083,,city,渋川市,しぶかわし,Shibukawa-shi,涩川市,澀川市,시부카와시,Xibucawa-xi,Sáp Xuyên thị
10,10209,102091,,city,藤岡市,ふじおかし,Fujioka-shi,藤冈市,藤岡市,후지오카시,Fujioca-xi,Đằng Cương thị
10,10210,102105,,city,富岡市,とみおかし,Tomioka-shi,富冈市,富岡市,도미오카시,Tomioca-xi,Phú Cương thị
10,10211,102113,,city,安中市,あんなかし,Annaka-shi,安中市,安中市,안나카시,Annaca-xi,An Trung thị
10,10212,102121,,city,みどり市,みどりし,Midori-shi,绿市,綠市,미도리시,Midori-xi,Lục Thị
10,10344,103446,,village,榛東村,しんとうむら,Shinto-mura,榛东村,榛東村,신토촌,Xintō-mura,Trăn Đông thôn
10,10345,103454,,town,吉岡町,よしおかまち,Yoshioka-machi,吉冈町,吉岡町,요시오카정,Yoxioca-maxi,Cát Cương đinh
10,10366,103667,,village,上野村,うえのむら,Ueno-mura,上野村,上野村,우에노촌,Ueno-mura,Thượng Dã thôn
10,10367,103675,,town,神流町,かんなまち,Kanna-machi,神流町,神流町,간나정,Canna-maxi,Thần Lưu đinh
10,10382,103829,,town,下仁田町,しもにたまち,Shimonita-machi,下仁田町,下仁田町,시모니타정,Ximonita-maxi,Hạ Nhân Điền đinh
10,10383,103837,,village,南牧村,なんもくむら,Nanmoku-mura,南牧村,南牧村,난모쿠촌,Nanmocu-mura,Nam Mục thôn
10,10384,103845,,town,甘楽町,かんらまち,Kanra-machi,甘乐町,甘樂町,간라정,Canra-maxi,Cam Lạp đinh
10,10421,104213,,town,中之条町,なかのじようまち,Nakanojo-machi,中之条町,中之條町,나카노조정,Nacanojiyō-maxi,Trung Chi Điều đinh
10,10424,104248,,town,長野原町,ながのはらまち,Naganohara-machi,长野原町,長野原町,나가노하라정,Naganohara-maxi,Thảo Tân đinh
10,10425,104256,,village,嬬恋村,つまごいむら,Tsumagoi-mura,嬬恋村,嬬戀村,쓰마고이촌,Tçumagoi-mura,Cao Sơn thôn
10,10426,104264,,town,草津町,くさつまち,Kusatsu-machi,草津町,草津町,구사쓰정,Cusatçu-maxi,Đông Ngô Thê đinh
10,10428,104280,,village,高山村,たかやまむら,Takayama-mura,高山村,高山村,다카야마촌,Tacayama-mura,Cao Sơn thôn
10,10429,104299,,town,東吾妻町,ひがしあがつままち,Higashiagatsuma-machi,东吾妻町,東吾妻町,히가시아가쓰마정,Higaxiagatçuma-maxi,Đông Ngô Thê đinh
10,10443,104434,,village,片品村,かたしなむら,Katashina-mura,片品村,片品村,가타시나촌,Cataxina-mura,Chiêu Hòa thôn
10,10444,104442,,village,川場村,かわばむら,Kawaba-mura,川场村,川場村,가와바촌,Cawaba-mura,Thủy Thượng đinh
10,10448,104485,,village,昭和村,しょうわむら,Showa-mura,昭和村,昭和村,쇼와촌,Xōwa-mura,Chiêu Hòa thôn
10,10449,104493,,town,みなかみ町,みなかみまち,Minakami-machi,水上町,水上町,미나카미정,Minacami-maxi,Thủy Thượng đinh
10,10464,104647,,town,玉村町,たまむらまち,Tamamura-machi,玉村町,玉村町,다마무라정,Tamamura-maxi,Ngọc Thôn đinh
10,10521,105210,,town,板倉町,いたくらまち,Itakura-machi,板仓町,板倉町,이타쿠라정,Itacura-maxi,Ngọc Thôn đinh
10,10522,105228,,town,明和町,めいわまち,Meiwa-machi,明和町,明和町,메이와정,Meiwa-maxi,Minh Hòa đinh
10,10523,105236,,town,千代田町,ちよだまち,Chiyoda-machi,千代田町,千代田町,지요다정,Xiyoda-maxi,Thiên Đại Điền đinh
10,10524,105244,,town,大泉町,おおいずみまち,Oizumi-machi,大泉町,大泉町,오이즈미정,Ōizumi-maxi,Đại Tuyền đinh
10,10525,105252,,town,邑楽町,おうらまち,Ora-machi,邑乐町,邑樂町,오라정,Ōra-maxi,Ấp Nhạc đinh
11,11100,111007,,designated_city,さいたま市,さいたまし,Saitama-shi,埼玉市,埼玉市,사이타마시,Saitama-xi,Kỳ Ngọc thị
11,11101,111015,11100,ward,西区,にしく,Nishi-ku,西区,西區,니시구,Nixi-cu,Tây khu
11,11102,111023,11100,ward,北区,きたく,Kita-ku,北区,北區,기타구,Quita-cu,Bắc khu
11,11103,111031,11100,ward,大宮区,おおみやく,Omiya-ku,大宫区,大宮區,오미야구,Ōmiya-cu,Đại Cung khu
11,11104,111040,11100,ward,見沼区,みぬまく,Minuma-ku,见沼区,見沼區,미누마구,Minuma-cu,Kiến Chiểu khu
11,11105,111058,11100,ward,中央区,ちゅうおうく,Chuo-ku,中央区,中央區,주오구,Xūō-cu,Trung Ương khu
11,11106,111066,11100,ward,桜区,さくらく,Sakura-ku,樱区,櫻區,사쿠라구,Sacura-cu,Anh Mộc khu
11,11107,111074,11100,ward,浦和区,うらわく,Urawa-ku,浦和区,浦和區,우라와구,Urawa-cu,Phổ Hòa khu
11,11108,111082,11100,ward,南区,みなみく,Minami-ku,南区,南區,미나미구,Minami-cu,Nam khu
11,11109,111090,11100,ward,緑区,みどりく,Midori-ku,绿区,綠區,미도리구,Midori-cu,Lục khu
11,11110,111104,11100,ward,岩槻区,いわつきく,Iwatsuki-ku,岩槻区,岩槻區,이와쓰키구,Iwatçuqui-cu,Nham Tứ khu
11,11201,112011,,city,川越市,かわごえし,Kawagoe-shi,川越市,川越市,가와고에시,Cawagoe-xi,Xuyên Việt thị
11,11202,112020,,city,熊谷市,くまがやし,Kumagaya-shi,熊谷市,熊谷市,구마가야시,Cumagaya-xi,Hùng Cốc thị
11,11203,112038,,city,川口市,かわぐちし,Kawaguchi-shi,川口市,川口市,가와구치시,Cawaguxi-xi,Xuyên Khẩu thị
11,11206,112062,,city,行田市,ぎようだし,Gyoda-shi,行田市,行田市,교다시,Giyōda-xi,Sở Trạch thị
11,11207,112070,,city,秩父市,ちちぶし,Chichibu-shi,秩父市,秩父市,지치부시,Xixibu-xi,Phạn Năng thị
11,11208,112089,,city,所沢市,ところざわし,Tokorozawa-shi,所泽市,所澤市,도코로자와시,Tocorozawa-xi,Gia Tố thị
11,11209,112097,,city,飯能市,はんのうし,Hanno-shi,饭能市,飯能市,한노시,Hannō-xi,Bản Trang thị
11,11210,112100,,city,加須市,かぞし,Kazo-shi,加须市,加須市,가조시,Cazo-xi,Đông Tùng Sơn thị
11,11211,112119,,city,本庄市,ほんじようし,Honjo-shi,本庄市,本庄市,혼조시,Honjiyō-xi,Bản Trang thị
11,11212,112127,,city,東松山市,ひがしまつやまし,Higashimatsuyama-shi,东松山市,東松山市,히가시마쓰야마시,Higaximatçuyama-xi,Xuân Nhật Bộ thị
11,11214,112143,,city,春日部市,かすかべし,Kasukabe-shi,春日部市,春日部市,가스카베시,Casucabe-xi,Vũ Sinh thị
11,11215,112151,,city,狭山市,さやまし,Sayama-shi,狭山市,狹山市,사야마시,Sayama-xi,Hồng Sào thị
11,11216,112160,,city,羽生市,はにゆうし,Hanyu-shi,羽生市,羽生市,하뉴시,Haniyū-xi,Thâm Cốc thị
11,11217,112178,,city,鴻巣市,こうのすし,Konosu-shi,鸿巢市,鴻巢市,고노스시,Cōnosu-xi,Thượng Vĩ thị
11,11218,112186,,city,深谷市,ふかやし,Fukaya-shi,深谷市,深谷市,후카야시,Fucaya-xi,Thảo Gia thị
11,11219,112194,,city,上尾市,あげおし,Ageo-shi,上尾市,上尾市,아게오시,Ageo-xi,Việt Cốc thị
11,11221,112216,,city,草加市,そうかし,Soka-shi,草加市,草加市,소카시,Sōca-xi,Hộ Điền thị
11,11222,112224,,city,越谷市,こしがやし,Koshigaya-shi,越谷市,越谷市,고시가야시,Coxigaya-xi,Nhập Gian thị
11,11223,112232,,city,蕨市,わらびし,Warabi-shi,蕨市,蕨市,와라비시,Warabi-xi,Triêu Hà thị
11,11224,112240,,city,戸田市,とだし,Toda-shi,户田市,戶田市,도다시,Toda-xi,Chí Mộc thị
11,11225,112259,,city,入間市,いるまし,Iruma-shi,入间市,入間市,이루마시,Iruma-xi,Hòa Quang thị
11,11227,112275,,city,朝霞市,あさかし,Asaka-shi,朝霞市,朝霞市,아사카시,Asaca-xi,Thùng Xuyên thị
11,11228,112283,,city,志木市,しきし,Shiki-shi,志木市,志木市,시키시,Xiqui-xi,Cửu Hỷ thị
11,11229,112291,,city,和光市,わこうし,Wako-shi,和光市,和光市,와코시,Wacō-xi,Bắc Bản thị
11,11230,112305,,city,新座市,にいざし,Niiza-shi,新座市,新座市,니자시,Niiza-xi,Bát Triều thị
11,11231,112313,,city,桶川市,おけがわし,Okegawa-shi,桶川市,桶川市,오케가와시,Oquegawa-xi,Phú Sĩ Kiến thị
11,11232,112321,,city,久喜市,くきし,Kuki-shi,久喜市,久喜市,구키시,Cuqui-xi,Tam Hương thị
11,11233,112330,,city,北本市,きたもとし,Kitamoto-shi,北本市,北本市,기타모토시,Quitamoto-xi,Liên Điền thị
11,11234,112348,,city,八潮市,やしおし,Yashio-shi,八潮市,八潮市,야시오시,Yaxio-xi,Bản Hộ thị
11,11235,112356,,city,富士見市,ふじみし,Fujimi-shi,富士见市,富士見市,후지미시,Fujimi-xi,Hạnh Thủ thị
11,11237,112372,,city,三郷市,みさとし,Misato-shi,三乡市,三鄉市,미사토시,Misato-xi,Nhật Cao thị
11,11238,112380,,city,蓮田市,はすだし,Hasuda-shi,莲田市,蓮田市,하스다시,Hasuda-xi,Cát Xuyên thị
11,11239,112399,,city,坂戸市,さかどし,Sakado-shi,坂户市,坂戶市,사카도시,Sacado-xi,Phú Sĩ Dã thị
11,11240,112402,,city,幸手市,さってし,Satte-shi,幸手市,幸手市,삿테시,Satte-xi,Bạch Cương thị
11,11241,112410,,city,鶴ヶ島市,つるがしまし,Tsurugashima-shi,鹤岛市,鶴島市,쓰루가시마시,Tçurugaxima-xi,Hạc Cá Đảo thị
11,11242,112429,,city,日高市,ひだかし,Hidaka-shi,日高市,日高市,히다카시,Hidaca-xi,Nhật Cao thị
11,11243,112437,,city,吉川市,よしかわし,Yoshikawa-shi,吉川市,吉川市,요시카와시,Yoxicawa-xi,Cát Xuyên thị
11,11245,112453,,city,ふじみ野市,ふじみのし,Fujimino-shi,富士见野市,富士見野市,후지미노시,Fujimino-xi,Phú Sĩ Dã thị
11,11246,112461,,city,白岡市,しらおかし,Shiraoka-shi,白冈市,白岡市,시라오카시,Xiraoca-xi,Bạch Cương thị
11,11301,113018,,town,伊奈町,いなまち,Ina-machi,伊奈町,伊奈町,이나정,Ina-maxi,Y Na đinh
11,11324,113247,,town,三芳町,みよしまち,Miyoshi-machi,三芳町,三芳町,미요시정,Miyoxi-maxi,Tiểu Lộc Dã đinh
11,11326,113263,,town,毛呂山町,もろやままち,Moroyama-machi,毛吕山町,毛呂山町,모로야마정,Moroyama-maxi,Mao Lư Sơn đinh
11,11327,113271,,town,越生町,おごせまち,Ogose-machi,越生町,越生町,오고세정,Ogose-maxi,Việt Sinh đinh
11,11341,113417,,town,滑川町,なめがわまち,Namegawa-machi,滑川町,滑川町,나메가와정,Namegawa-maxi,Mỹ Lý đinh
11,11342,113425,,town,嵐山町,らんざんまち,Ranzan-machi,岚山町,嵐山町,란잔정,Ranzan-maxi,Thần Xuyên đinh
11,11343,113433,,town,小川町,おがわまち,Ogawa-machi,小川町,小川町,오가와정,Ogawa-maxi,Thượng Lý đinh
11,11346,113468,,town,川島町,かわじままち,Kawajima-machi,川岛町,川島町,가와지마정,Cawajima-maxi,Xuyên Đảo đinh
11,11347,113476,,town,吉見町,よしみまち,Yoshimi-machi,吉见町,吉見町,요시미정,Yoximi-maxi,Cát Kiến đinh
11,11348,113484,,town,鳩山町,はとやままち,Hatoyama-machi,鸠山町,鳩山町,하토야마정,Hatoyama-maxi,Cưu Sơn đinh
11,11349,113492,,town,ときがわ町,ときがわまち,Tokigawa-machi,都几川町,都幾川町,도키가와정,Toquigawa-maxi,Thì Cá Xuyên đinh
11,11361,113611,,town,横瀬町,よこぜまち,Yokoze-machi,横濑町,橫瀨町,요코제정,Yocoze-maxi,Ký Cư đinh
11,11362,113620,,town,皆野町,みなのまち,Minano-machi,皆野町,皆野町,미나노정,Minano-maxi,Giai Dã đinh
11,11363,113638,,town,長瀞町,ながとろまち,Nagatoro-machi,长瀞町,長瀞町,나가토로정,Nagatoro-maxi,Trường Lao đinh
11,11365,113654,,town,小鹿野町,おがのまち,Ogano-machi,小鹿野町,小鹿野町,오가노정,Ogano-maxi,Tiểu Lộc Dã đinh
11,11369,113697,,village,東秩父村,ひがしちちぶむら,Higashichichibu-mura,东秩父村,東秩父村,히가시치치부촌,Higaxixixibu-mura,Đông Trật Phụ thôn
11,11381,113816,,town,美里町,みさとまち,Misato-machi,美里町,美里町,미사토정,Misato-maxi,Cung Đại đinh
11,11383,113832,,town,神川町,かみかわまち,Kamikawa-machi,神川町,神川町,가미카와정,Camicawa-maxi,Tùng Phục đinh
11,11385,113859,,town,上里町,かみさとまち,Kamisato-machi,上里町,上里町,가미사토정,Camisato-maxi,Thượng Lý đinh
11,11408,114081,,town,寄居町,よりいまち,Yorii-machi,寄居町,寄居町,요리이정,Yorii-maxi,Ký Cư đinh
11,11442,114421,,town,宮代町,みやしろまち,Miyashiro-machi,宫代町,宮代町,미야시로정,Miyaxiro-maxi,Cung Đại đinh
11,11464,114642,,town,杉戸町,すぎとまち,Sugito-machi,杉户町,杉戶町,스기토정,Sugito-maxi,Sam Hộ đinh
11,11465,114650,,town,松伏町,まつぶしまち,Matsubushi-machi,松伏町,松伏町,마쓰부시정,Matçubuxi-maxi,Tùng Phục đinh
12,12100,121002,,designated_city,千葉市,ちばし,Chiba-shi,千叶市,千葉市,지바시,Xiba-xi,Thiên Diệp thị
12,12101,121010,12100,ward,中央区,ちゅうおうく,Chuo-ku,中央区,中央區,주오구,Xūō-cu,Trung Ương khu
12,12102,121029,12100,ward,花見川区,はなみがわく,Hanamigawa-ku,花见川区,花見川區,하나미가와구,Hanamigawa-cu,Hoa Kiến Xuyên khu
12,12103,121037,12100,ward,稲毛区,いなげく,Inage-ku,稻毛区,稻毛區,이나게구,Inage-cu,Đạo Mao khu
12,12104,121045,12100,ward,若葉区,わかばく,Wakaba-ku,若叶区,若葉區,와카바구,Wacaba-cu,Nhược Diệp khu
12,12105,121053,12100,ward,緑区,みどりく,Midori-ku,绿区,綠區,미도리구,Midori-cu,Lục khu
12,12106,121061,12100,ward,美浜区,みはまく,Mihama-ku,美滨区,美濱區,미하마구,Mihama-cu,Mỹ Tân khu
12,12202,122025,,city,銚子市,ちょうしし,Choshi-shi,铫子市,銚子市,조시시,Xōxi-xi,Điều Tử thị
12,12203,122033,,city,市川市,いちかわし,Ichikawa-shi,市川市,市川市,이치카와시,Ixicawa-xi,Thị Xuyên thị
12,12204,122041,,city,船橋市,ふなばしし,Funabashi-shi,船桥市,船橋市,후나바시시,Funabaxi-xi,Thuyền Kiều thị
12,12205,122050,,city,館山市,たてやまし,Tateyama-shi,馆山市,館山市,다테야마시,Tateyama-xi,Quán Sơn thị
12,12206,122068,,city,木更津市,きさらづし,Kisarazu-shi,木更津市,木更津市,기사라즈시,Quisarazu-xi,Mộc Canh Tân thị
12,12207,122076,,city,松戸市,まつどし,Matsudo-shi,松户市,松戶市,마쓰도시,Matçudo-xi,Tùng Hộ thị
12,12208,122084,,city,野田市,のだし,Noda-shi,野田市,野田市,노다시,Noda-xi,Dã Điền thị
12,12210,122106,,city,茂原市,もばらし,Mobara-shi,茂原市,茂原市,모바라시,Mobara-xi,Mậu Nguyên thị
